url_articulo,imagen,antetitulo,fecha,texto,autor,bajada,titulo,url_imagen
http://www.clarin.com//sociedad/Murio-Eliseo-Veron-semiologo-ideologia_0_1121287924.html,,"A LOS 78 AÑOS, EN ITALIA",2014-04-16,,,,"Murió Eliseo Verón, el semiólogo de la ideología y los medios",
http://www.clarin.com//ieco/economia/Vuelven-dudas-datos-inflacion-INDEC_0_1121287863.html,,EL COSTO DE VIDA,2014-04-16,,,,Vuelven las dudas sobre los datos de inflación del INDEC,
http://www.clarin.com//politica/Corte-Suprema-marca-limites-Gobierno_0_1121287870.html,,UN MENSAJE A LA CASA ROSADA,2014-04-16,,,,Un fallo de la Corte Suprema le marca límites al Gobierno,
http://www.clarin.com//mundo/Ucrania-desplaza-blindados-fuerzas-rusas_0_1121287898.html,,CRISIS UCRANIANA,2014-04-16,,,,Ucrania desplaza blindados y ataca a fuerzas pro rusas,
http://www.clarin.com//sociedad/Detienen-profesor-acosar-alumna-Web_0_1121287909.html,,ESTUPOR EN UN PUEBLO DE CHUBUT,2014-04-16,,,,Detienen a un profesor por acosar a su alumna en la Web,
http://www.clarin.com//deportes/futbol/river-plate/River-toda-punta-error-virtudes_0_1124287687.html,,RIVER 1 - VÉLEZ 0,2014-04-21,,,,River tiene toda la punta por un error y por sus virtudes,
http://www.clarin.com//deportes/futbol/boca-juniors/juega-Riquelme-Boca-late_0_1124287705.html,,TIGRE 0 - BOCA 1,2014-04-21,,,,"Si juega Riquelme, Boca late",
http://www.clarin.com//politica/kirchnerismo-ahora-podria-cambiar-proyecto_0_1124287637.html,,LA PROTESTA SOCIAL,2014-04-21,,,,El kirchnerismo dice ahora que podría cambiar el proyecto,
http://www.clarin.com//politica/Ledo-comparo-general-Milani-Videla_0_1124287638.html,,_,2014-04-21,,,,La madre de Ledo comparó al general Milani con Videla,
http://www.clarin.com//politica/oposicion-adelanto-rechazo-Congreso_0_1124287639.html,,_,2014-04-21,,,,La oposición adelantó su rechazo en el Congreso,
http://www.clarin.com//sociedad/Latinoamerica-periodismo-amores-Gabo-contagio_0_1124287588.html,,HOY SERÁ HOMENAJEADO EN MÉXICO Y MAÑANA EN COLOMBIA,2014-04-21,,,,"Latinoamérica y el periodismo, los amores que Gabo contagió al mundo",
http://www.clarin.com//sociedad/Maraton-tragico-corrio-kilometros-llegar_0_1124287577.html,,"AYER AL MEDIODÍA, EN EL CENTRO DE LA CIUDAD DE CÓRDOBA",2014-04-21,,,,Maratón trágico: un joven corrió 21 kilómetros y murió al llegar,
http://www.clarin.com//espectaculos/tv-y-radio/Tinelli-Susana-toda-TV-viene_0_1124287619.html,,¿EL 2014 ESTÁ EN PAÑALES?,2014-04-21,,,,"Con Tinelli y Susana, toda la TV que se viene",
http://www.clarin.com//sociedad/Aconsejan-tele-anos-Web-celu_0_1124287573.html,,LOS CHICOS Y LA TECNOLOGÍA,2014-04-21,,,,"Aconsejan la tele a los 3 años, la Web a los 6 y el celu a los 12",
http://www.clarin.com//politica/toco-Anibal-esposa-Jorge-Lanata_0_1124287633.html,,INSEGURIDAD,2014-04-21,,,,Esta vez les tocó a Aníbal F. y a la esposa de Jorge Lanata,
http://www.clarin.com//politica/paro-sindicatos-opositores-sintio-fuerte_0_1118288191.html,,LA HUELGA NACIONAL,2014-04-11,,,,El paro de los sindicatos opositores se sintió fuerte,
http://www.clarin.com//politica/FMI-Gobierno-pidio-volver-negociar_0_1118288210.html,,LA VISIÓN DEL MUNDO SOBRE ARGENTINA,2014-04-11,,,,El FMI dice que el Gobierno pidió volver a negociar,
http://www.clarin.com//sociedad/remedios-suben-crece-venta-genericos_0_1118288241.html,,CONSUMO & AHORRO,2014-04-11,,,,Los remedios suben 6% al mes y crece la venta de genéricos,
http://www.clarin.com//deportes/futbol/San-Nacho_0_1118288274.html,,COPA LIBERTADORES,2014-04-11,,,,"Piatti: ""Estamos para más""",
http://www.clarin.com//inseguridad/horas-calientes-muertos-heridos_0_1117088289.html,,INSEGURIDAD,2014-04-09,,,,Otras 36 horas calientes: dos muertos y cinco heridos,
http://www.clarin.com//politica/fiscal-imputo-Echegaray-enriquecimiento-ilicito_0_1117088299.html,,FUNCIONARIOS EN PROBLEMAS CON LA JUSTICIA,2014-04-09,,,,Un fiscal imputó a Echegaray por enriquecimiento ilícito,
http://www.clarin.com//politica/Tecnopolis-Cristina-aludio-golpizas-barbarie_0_1117088302.html,,ENCABEZÓ EL “ENCUENTRO POR LA PALABRA”,2014-04-09,,,,"En Tecnópolis, Cristina aludió a las golpizas y pidió “no volver a la barbarie”",
http://www.clarin.com//politica/Capitanich-minimizo-suba-gas_0_1117088304.html,,LOS EXPERTOS OPINAN QUE SERÁ MUY DIFÍCIL CUMPLIR LA PAUTA DE AHORRO QUE PROPONE EL GOBIERNO,2014-04-09,,,,Capitanich minimizó la suba del gas,
http://www.clarin.com//ieco/economia/Duro-FMI-llegada-Kicillof-Washington_0_1117088313.html,,LA VISIÓN DEL MUNDO SOBRE ARGENTINA,2014-04-09,,,,Duro informe del FMI antes de la llegada de Kicillof a Washington,
http://www.clarin.com//sociedad/Marita-Veron-penas-anos-acusados_0_1117088342.html,,UN CASO EMBLEMÁTICO DE LA TRATA DE PERSONAS,2014-04-09,,,,Marita Verón: penas de hasta 22 años para los acusados,
http://www.clarin.com//sociedad/dieron-prision-dejar-golpes-mujer_0_1120687976.html,,BRUTAL CASO DE VIOLENCIA DE GÉNERO EN LA PLATA,2014-04-15,,,,Le dieron 8 años de prisión por dejar ciega a golpes a su mujer,
http://www.clarin.com//policiales/motos-deberan-casco-chaleco-identificatorio_0_1120688000.html,,INSEGURIDAD,2014-04-15,,,,En las motos deberán usar casco y chaleco identificatorio,
http://www.clarin.com//policiales/gente-atrapo-ladron-frente-Cabildo_0_1120688003.html,,LE HABÍA ARREBATADO UNA MOCHILA A UNA JOVEN,2014-04-15,,,,La gente atrapó a un ladrón frente al Cabildo tras un robo,
http://www.clarin.com//politica/asesinatos-sombra-narco-Rosario_0_1120687924.html,,NARCOTRÁFICO,2014-04-15,,,,Otros dos asesinatos bajo la sombra narco en Rosario,
http://www.clarin.com//deportes/futbol/river-plate/Ramon-disculpo-Justicia-mira_0_1120688012.html,,LAS POLÉMICAS DECLARACIONES DEL TÉCNICO SOBRE LA BARRA BRAVA RETUMBARON EN TODOS LOS ÁMBITOS,2014-04-15,,,,"Ramón se disculpó, pero la Justicia lo tiene en la mira",
http://www.clarin.com//politica/Milani-debio-investigar-desaparicion-conscripto_0_1120687931.html,,LA POLÍTICA DE DERECHOS HUMANOS K,2014-04-15,,,,Milani debió investigar en 1976 la desaparición de un conscripto,
http://www.clarin.com//politica/Kicillof-resultados-viaje-FMI-buscamos_0_1120687935.html,,EL MINISTRO MINIMIZÓ SU PARTICIPACIÓN EN LA ASAMBLEA DEL FONDO EN WASHINGTON,2014-04-15,,,,Kicillof: “No hay resultados del viaje al FMI porque no buscamos nada”,
http://www.clarin.com//mundo/Sospechan-incendio-Valparaiso-obra-humana_0_1120687958.html,,TRAGEDIA EN CHILE,2014-04-15,,,,Sospechan que el incendio en Valparaíso fue obra humana,
http://www.clarin.com//mundo/incendio-arraso-ciudad-muertos-evacuados_0_1120087984.html,,TRAGEDIA CHILENA,2014-04-14,,,,Un incendio arrasó la ciudad: 14 muertos y 10.000 evacuados,
http://www.clarin.com//sociedad/hombres-buscan-borrarse-arrugas-panza_0_1120687972.html,,TENDENCIA,2014-04-15,,,,Los hombres buscan cada vez más borrarse arrugas y panza,
http://www.clarin.com//politica/Gobierno-busca-ponerle-techo-inflacion_0_1120087989.html,,LA PUJA POR LOS INGRESOS,2014-04-14,,,,El Gobierno busca ponerle un techo del 30% a la inflación,
http://www.clarin.com//politica/Murio-Laclau-referente-intelectual-kirchnerismo_0_1120088001.html,,RECONOCIDO EN EL MUNDO ACADÉMICO EUROPEO,2014-04-14,,,,"Murió Laclau, el mayor referente intelectual del kirchnerismo",
http://www.clarin.com//politica/Lanata-regreso-TV-mostro-narcotrafico_0_1120088014.html,,"PERIODISMO PARA TODOS, POR CANAL 13",2014-04-14,,,,Lanata regresó a la TV y mostró el avance del narcotráfico en el país,
http://www.clarin.com//deportes/futbol/jugar-River-solo-paso-punta_0_1120088096.html,,RIVER 2 - ATLÉTICO DE RAFAELA 0,2014-04-14,,,,"Sin jugar bien, River está a un solo paso de la punta ",
http://www.clarin.com//politica/creen-aumento-inseguridad_0_1115288518.html,,ENCUESTA NACIONAL,2014-04-05,,,,Ocho de cada diez creen que aumentó la inseguridad,
http://www.clarin.com//politica/Kicillof-Boudou-fondo-tabla-imagen_0_1115288519.html,,ENCUESTA NACIONAL,2014-04-05,,,,"Kicillof, junto a Boudou en el fondo de la tabla en imagen",
http://www.clarin.com//politica/mayoria-sigue-creyendo-economia-camino_0_1115288520.html,,ENCUESTA NACIONAL,2014-04-05,,,,La mayoría sigue creyendo que   la economía va por mal camino,
http://www.clarin.com//sociedad/Concordia-golpeado-vecinos-acusaron-garrafa_0_1114688687.html,,Entre Ríos,2014-04-05,,,,Concordia: Un menor fue golpeado por vecinos que lo acusaron de haber robado una garrafa,
http://www.clarin.com//politica/Denuncian-AFSCA-delegada-riojana-Milani_0_1114688604.html,,CRECE LA MURALLA DE PROTECCIÓN POLÍTICO-JUDICIAL ALREDEDOR DEL JEFE DEL EJÉRCITO,2014-04-05,,,,Denuncian que la AFSCA echó a su delegada riojana por acusar a Milani,
http://www.clarin.com//politica/gasto-crecio-deficit-fiscal-millones_0_1114688610.html,,LAS CUENTAS PÚBLICAS EN FEBRERO,2014-04-05,,,,El gasto creció 42% y el déficit fiscal cerró en $ 7.761 millones,
http://www.clarin.com//politica/gremios-presionan-baja-Ganancias_0_1114688593.html,,LA CGT OPOSITORA LLEVARÁ EL RECLAMO AL PARO DEL JUEVES,2014-04-05,,,,Los gremios K ya presionan por una baja en Ganancias,
http://www.clarin.com//politica/Capitanich-asocio-impuesto-compra-dolares_0_1114688591.html,,EXTRAÑO ACERTIJO DEL JEFE DE GABINETE,2014-04-05,,,,Capitanich asoció la baja del impuesto con la compra de dólares,
http://www.clarin.com//politica/privados-inflacion-marzo-volvio-superar_0_1114688586.html,,PRECIOS Y PODER ADQUISITIVO,2014-04-05,,,,"Para los privados, la inflación de marzo volvió a superar el 3%",
http://www.clarin.com//politica/fallo-anos-podra-evitar-tarifazo_0_1114688588.html,,PRECIOS Y PODER ADQUISITIVO,2014-04-05,,,,"Por un fallo de hace 3 años, se podrá evitar el tarifazo",
http://www.clarin.com//politica/Kicillof-recibir-ordenes-FMI-complicar_0_1119488080.html,,"ENTREVISTA. HUGO MOYANO, SECRETARIO GENERAL DE LA CGT OPOSITORA",2014-04-13,,,,"“Si Kicillof va a recibir órdenes del FMI, la cosa se va a complicar”",
http://www.clarin.com//politica/productos-Precios-Cuidados-caros_0_1119488092.html,,"LAS MAYORES DIFERENCIAS ESTÁN EN TOMATES, MAYONESA Y JAMÓN",2014-04-13,,,,Los productos fuera de “Precios Cuidados” son 31% más caros,
http://www.clarin.com//politica/Coimas-investigan-EEUU-piloto-presidencial_0_1119488090.html,,UN HOMBRE DE CONFIANZA DE LOS KIRCHNER EN LA TRAMA DE LOS SUPUESTOS SOBORNOS DE BP,2014-04-13,,,,Coimas: investigan en EE.UU. al piloto del avión presidencial,
http://www.clarin.com//politica/Legislatura-Santa-Cruz-informes-sobornos_0_1119488088.html,,LA INVESTIGACIÓN SOBRE SUPUESTAS IRREGULARIDADES EN CERRO DRAGÓN,2014-04-13,,,,La Legislatura de Santa Cruz pide informes por los sobornos,
http://www.clarin.com//policiales/escalofriante-negocio-asesinatos-encargo_0_1119488117.html,,TEMA DEL DOMINGO,2014-04-13,,,,El escalofriante “negocio” de los asesinatos por encargo,
http://www.clarin.com//politica/AFIP-atrapa-sueldo-trabajador_0_1119488072.html,,IMPUESTOS Y SALARIOS,2014-04-13,,,,Presión fiscal: La AFIP atrapa hasta el 46% del sueldo de un trabajador,
http://www.clarin.com//politica/errores-sistema-contadores-piden-prorroga_0_1119488074.html,,IMPUESTOS Y SALARIOS,2014-04-13,,,,"Por errores del sistema, los contadores piden prórroga",
http://www.clarin.com//politica/actualizacion-Ganancias-ajuste-hace-esperar_0_1119488073.html,,IMPUESTOS Y SALARIOS,2014-04-13,,,,"La actualización de Ganancias, un ajuste que se hace esperar",
http://www.clarin.com//sociedad/Indio-Solari-brillo-historica-argentino_0_1119488155.html,,_,2014-04-13,,,,El Indio Solari y una noche histórica para el rock argentino,
http://www.clarin.com//politica/Denuncian-pagaran-YPF-US-millones_0_1118888179.html,,EL ACUERDO CON REPSOL POR LA EXPROPIACIÓN SE VOTA EL 23 DE ABRIL EN DIPUTADOS,2014-04-12,,,,Denuncian que se pagarán por YPF US$ 500 millones de más,
http://www.clarin.com//politica/consumo-cae-fuerza-sectores-bajos_0_1118888178.html,,EN ESE SEGMENTO BAJÓ 5% CONTRA EL 2% GENERAL,2014-04-12,,,,El consumo cae con fuerza entre los sectores bajos,
http://www.clarin.com//politica/Procesaron-Farina-prision-preventiva-agravada_0_1118888173.html,,EL EX “VALIJERO” SE CONVIRTIÓ EN EL PRIMER PRESO Y PROCESADO DEL ESCÁNDALO DE LÁZARO BÁEZ,2014-04-12,,,,Procesaron a Fariña con prisión preventiva por evasión agravada,
http://www.clarin.com//politica/Piden-escucha-busca-US-millones_0_1118888175.html,,SOLICITUD DEL JUEZ CASANELLO A SU COLEGA DE BAHÍA BLANCA,2014-04-12,,,,Piden la escucha en que busca lavar US$ 90 millones,
http://www.clarin.com//politica/Casanello-proceso-Jaime-enriquecimiento-ilicito_0_1118888171.html,,EL EX PODEROSO SECRETARIO DE TRANSPORTE K QUE MANEJÓ MILLONES DE PESOS EN SUBSIDIOS,2014-04-12,,,,El juez Casanello procesó a Jaime por enriquecimiento ilícito,
http://www.clarin.com//politica/Confirmaron-suspension-Campagnoli-inicio-jury_0_1118888172.html,,EL JUICIO POLÍTICO AL PRIMER FISCAL QUE INVESTIGÓ A LÁZARO BÁEZ,2014-04-12,,,,Confirmaron la suspensión de Campagnoli hasta el inicio del jury,
http://www.clarin.com//politica/FMI-elogio-devaluacion-quita-subsidios_0_1118888157.html,,LA VISIÓN DEL MUNDO SOBRE LA ARGENTINA,2014-04-12,,,,El FMI elogió la devaluación y la quita de los subsidios,
http://www.clarin.com//politica/ministro-inquieto-mantuvo-distancia-prensa_0_1118888159.html,,La visión del mundo sobre la Argentina,2014-04-12,,,,"Un ministro inquieto, que se mantuvo a distancia de la prensa",
http://www.clarin.com//politica/Embajada-Kicillof-tento-banqueros-empresarios_0_1118888158.html,,LA VISIÓN DEL MUNDO SOBRE LA ARGENTINA,2014-04-12,,,,"En la Embajada, Kicillof tentó a banqueros y empresarios",
http://www.clarin.com//sociedad/Almas-gemelas-historia-mujeres-trasplante_0_1117688266.html,,SALUD,2014-04-10,,,,Almas gemelas: la historia de dos mujeres unidas por un trasplante,
http://www.clarin.com//sociedad/mitad-alumnos-pais-desayuna-colegio_0_1117688276.html,,EDUCACIÓN,2014-04-10,,,,La mitad de los alumnos del país desayuna en el colegio,
http://www.clarin.com//policiales/Pagan-liberar-productor-teatral-hijos_0_1117688290.html,,INSEGURIDAD,2014-04-10,,,,Pagan $135.000 para liberar a un productor teatral y sus hijos,
http://www.clarin.com//politica/Hoy-cumple-general-sindicalismo-opositor_0_1117688224.html,,LA HUELGA NACIONAL,2014-04-10,,,,Hoy se cumple el paro general del sindicalismo opositor,
http://www.clarin.com//politica/escucha-revela-Farina-US-millones_0_1117688231.html,,LAVADO DE DINERO,2014-04-10,,,,Una escucha revela que Fariña buscó lavar US$ 90 millones,
http://www.clarin.com//mundo/Clima-Ucrania-fuerte-advertencia-Putin_0_1117688247.html,,CRISIS UCRANIANA,2014-04-10,,,,Clima de guerra en el este de Ucrania: fuerte advertencia de Putin,
http://www.clarin.com//mundo/Conmocion-Venezuela-secuestro-periodista-Globovision_0_1116488375.html,,INSEGURIDAD Y VIOLENCIA,2014-04-08,,,,Conmoción en Venezuela por el secuestro de una periodista de Globovisión,
http://www.clarin.com//sociedad/temporal-dio-tregua-evacuados_0_1116488388.html,,INUNDACIONES,2014-04-08,,,,El temporal no dio tregua y hay más de 2.700 evacuados,
http://www.clarin.com//deportes/futbol/futbol-argentino-tecnologia-senales-vida_0_1116488416.html,,EL GOL ILÍCITO QUE PERJUDICÓ A RIVER EL DOMINGO DISPARÓ OTRA VEZ EL DEBATE,2014-04-08,,,,"En el fútbol argentino, la tecnología no da señales de vida",
http://www.clarin.com//politica/profundizan-diferencias-Scioli-kirchnerismo_0_1116488343.html,,LA EMERGENCIA EN SEGURIDAD,2014-04-08,,,,Se profundizan las diferencias entre Scioli y el kirchnerismo,
http://www.clarin.com//politica/gas-subiria-doble-anunciado_0_1116488349.html,,GOLPE AL BOLSILLO,2014-04-08,,,,"El gas subiría hasta 500%, casi el doble de lo anunciado",
http://www.clarin.com//politica/Presion-Gobierno-transporte-circule-paro_0_1116488352.html,,PROTESTA CONTRA EL GOBIERNO,2014-04-08,,,,Presión del Gobierno para que el transporte circule el día del paro,
http://www.clarin.com//policiales/Crecen-casos-victimas-enfrentan-ladrones_0_1115288594.html,,INSEGURIDAD,2014-04-06,,,,Crecen los casos de víctimas que enfrentan a los ladrones,
http://www.clarin.com//ciudades/Abusos-acarreo-concesion-beneficia-empresas_0_1115288584.html,,LA CRISIS DEL ESTACIONAMIENTO,2014-04-06,,,,Abusos en el acarreo y una concesión que sólo beneficia a las empresas,
http://www.clarin.com//sociedad/buena-previa-sexo-piden-chicas_0_1115288567.html,,Tendencia entre las sábanas,2014-04-06,,,,"Una buena “previa” del sexo, lo que más piden las chicas hoy",
http://www.clarin.com//mundo/Detectan-senales-cajas-negras-avion_0_1115288544.html,,EL VUELO MH370,2014-04-06,,,,Detectan señales que serían de las cajas negras del avión,
http://www.clarin.com//mundo/afganos-desafian-taliban-votan-masivamente_0_1115288545.html,,HISTÓRICAS ELECCIONES PRESIDENCIALES EN AFGANISTÁN,2014-04-06,,,,Los afganos desafían a los talibán y votan masivamente,
http://www.clarin.com//politica/millonario-negocio-consultora-ligada-Zannini_0_1115288537.html,,SOSPECHOSOS CONTRATOS EN LA SECRETARÍA LEGAL Y TÉCNICA DE LA PRESIDENCIA,2014-04-06,,,,Otro millonario negocio para la consultora ligada al dos de Zannini,
http://www.clarin.com//sociedad/muerto-heridos-Buenos-Aires-Rosario_0_1115288578.html,,TORMENTA FATAL,2014-04-06,,,,Un muerto y ocho heridos por rayos en Buenos Aires y Rosario,
http://www.clarin.com//politica/Scioli-distancia-Gobierno-emergencia-seguridad_0_1115288524.html,,TENSIÓN SOCIAL,2014-04-06,,,,Scioli toma distancia del Gobierno y declara la emergencia en seguridad,
http://www.clarin.com//politica/Scioli-condicionado-resultados_0_1115288526.html,,TENSIÓN SOCIAL,2014-04-06,,,,"Scioli, condicionado por los resultados",
http://www.clarin.com//politica/Berni-reconocio-inseguridad-culpa-medios_0_1115288523.html,,Tensión social,2014-04-06,,,,Berni reconoció que la inseguridad “no es culpa de los medios”,
http://www.clarin.com//deportes/futbol/vez-rey-Rosario_0_1115888526.html,,_,2014-04-07,,,,"Otra vez, es el rey de Rosario",
http://www.clarin.com//educacion/Secundaria-recibe-titulo-expres_0_1115888407.html,,EDUCACIÓN,2014-04-07,,,,Secundaria: uno de cada tres se recibe con un título exprés,
http://www.clarin.com//politica/Scioli-apura-cambios-salvar-emergencia_0_1115888413.html,,LAS MEDIDAS EN LA PROVINCIA,2014-04-07,,,,Scioli apura cambios para salvar su plan de emergencia,
http://www.clarin.com//politica/Preocupa-SIP-control-medios-parte_0_1115888423.html,,REUNIÓN DE LA SOCIEDAD INTERAMERICANA DE PRENSA EN BARBADOS,2014-04-07,,,,Preocupa a la SIP el control de medios por parte del Estado,
http://www.clarin.com//mundo/Asesinan-familiar-lideres-oposicion-venezolana_0_1115888449.html,,OTRO GRAVE EPISODIO DE VIOLENCIA EN CARACAS,2014-04-07,,,,Asesinan a un familiar de uno de los líderes de la oposición venezolana,
http://www.clarin.com//deportes/futbol/River-subia-punta-gol-ilegal_0_1115888511.html,,BELGRANO 2 - RIVER 1,2014-04-07,,,,"River subía a la punta, pero un gol ilegal lo bajó",
http://www.clarin.com//ciudades/marzo-cortes-calle-dia-habil_0_1114088682.html,,TRÁNSITO,2014-04-04,,,,En marzo hubo casi siete cortes de calle por día hábil,
http://www.clarin.com//deportes/ciclotimico-San-Lorenzo-acordo-ganar_0_1114088698.html,,CONSIGUIÓ LA VICTORIA DESPUÉS DE 7 PARTIDOS (ENTRE COPA Y TORNEO) Y SE PUSO A TRES PUNTOS DE COLÓN,2014-04-04,,,,El ciclotímico San Lorenzo se acordó de ganar y va por todo,
http://www.clarin.com//politica/Capitanich-inseguridad-tema-provincias_0_1114088619.html,,EL DEBATE POR LA INSEGURIDAD,2014-04-04,,,,"Para Capitanich, la inseguridad es un tema de las provincias",
http://www.clarin.com//politica/Cristobal-Lopez-ilegales-campana-oficialista_0_1114088630.html,,LA FINANCIACIÓN DE LAS CAMPAÑAS ELECTORALES,2014-04-04,,,,Cristóbal López hizo aportes ilegales a la campaña oficialista,
http://www.clarin.com//ieco/economia/Capitanich-despejo-pagarse-cupon-PBI_0_1114088650.html,,LA PRIMERA VEZ QUE UN FUNCIONARIO HABLA DEL TEMA,2014-04-04,,,,Capitanich despejó dudas: “Este año no debe pagarse el cupón PBI”,
http://www.clarin.com//mundo/Bromas-regalos-charla-Malvinas_0_1114088652.html,,DIÁLOGO EN EL VATICANO,2014-04-04,,,,"Bromas, regalos y una charla en la que no estuvo Malvinas",
http://www.clarin.com//sociedad/canasta-aumento-esperan-subas_0_1114088665.html,,CONSUMO & AHORRO,2014-04-04,,,,La canasta aumentó 40% y esperan más subas,
http://www.clarin.com//sociedad/Alertan-huso-horario-adelantado-horas_0_1111089001.html,,CIENCIA Y SALUD,2014-03-30,,,,"La calidad de vida, afectada: Alertan que el huso horario del país está adelantado dos horas",
http://www.clarin.com//ciudades/Crece-cartoneros-recogen-residuos-Capital_0_1111089015.html,,RECICLADO,2014-03-30,,,,El problema de la basura: Crece el número de cartoneros que recogen residuos en Capital,
http://www.clarin.com//sociedad/inflacion-polilla-devora-billete_0_1111088990.html,,TEMA DEL DOMINGO,2014-03-30,,,,"La inflación, una ‘polilla’ que se devora el billete de $ 100",
http://www.clarin.com//sociedad/Algun-billetes-heroes-civiles-militares_0_1111088994.html,,SEBASTIÁN GUERRINI. INVESTIGADOR DE LA MONEDA NACIONAL,2014-03-30,,,,"“Algún día habrá billetes con héroes civiles, no militares”",
http://www.clarin.com//sociedad/Pros-contras-crear-billetes_0_1111088992.html,,MONEDA NACIONAL,2014-03-30,,,,Pros y contras de crear billetes de $ 200 y $ 500,
http://www.clarin.com//mundo/Evacuacion-masiva-Chile-siguen-replicas_0_1113488643.html,,EMERGENCIA CHILENA,2014-04-03,,,,Chile: nuevo alerta de tsunami después de dos fuertes réplicas,
http://www.clarin.com//politica/Cristina-denuncio-islas-nuclear-OTAN_0_1113488648.html,,A 32 AÑOS DE LA GUERRA,2014-04-03,,,,Cristina denunció que las islas son una base nuclear de la OTAN,
http://www.clarin.com//sociedad/Buscan-nuevos-limites-consumo-azucar_0_1113488688.html,,UNA BATALLA CONTRA LOS EXCESOS,2014-04-03,,,,Buscan poner nuevos límites al consumo de sal y azúcar,
http://www.clarin.com//policiales/Intentaron-linchar-ladron-baleo-policia_0_1113488717.html,,NUEVA CARA DE LA INSEGURIDAD,2014-04-03,,,,Intentaron linchar a un ladrón que baleó a un policía y a su hijo de 10 años,
http://www.clarin.com//deportes/futbol/River-ilusion-grande-sonrio-Newells_0_1113